Title,Size(m2),#Room,Price(TL),Date,District, Neigborhood, Address,Page Number
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,55
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,55
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,55
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,55
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,55
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,55
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,55
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,55
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,55
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,55
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,55
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,55
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,55
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,55
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,55
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,55
LEVAZIM AKTEK SİTESİNDE BAKIMLI KİRALIK DAİRE,200,3+1,80000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,56
NİSPETİYE TÖREN SOKAK'DA KİRALIK 3+1 ARA KAT KİRALIK DAİRE,120,3+1,30000,04-07-2023,Levazım,Nisbetiye Mh.,Levazım Nisbetiye Mh.,56
,,,NA,2023-07-20,,NA,,56
Gayrettepe'de Bakımlı Ferah Asansörlü Fırsat Kiralık Daire,180,3.5+1,37500,04-07-2023,Gayrettepe,NA,Gayrettepe,56
"MURADİYE GÖKNAR SK YENİ \ GOKNAR STREET NEW 1+1,5",70,1+1,22000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,56
NOVAM'DA GAYRETTEPE'DE OTOPARKLI BİNADA İÇİ SIFIR 3+1 FERAH DAİR,190,3+1,32000,03-07-2023,Gayrettepe,NA,Gayrettepe,56
'ATMACA' BEŞİKTAŞ IHLAMUR DA YENİ BİNADA 2+1 BAHÇE KATI EMSALSİZ,125,3+1,33000,05-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,56
GÜRCAN KARAKAŞ GYD BEŞİKTAŞ ULUSDA TEMİZ 260M2 5+1 KİRALIK DAİRE,260,5+1,90000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,56
ORTAKÖY SAHİLE 5 DAKİKA KISA DÖNEM EŞYALI KİRALIK DAİRE,65,Stüdyo (1+0),20000,03-07-2023,Ortaköy,Ortaköy Mh.,Ortaköy Ortaköy Mh.,56
KARDELEN EVLERİNDE HEMEN OTURUMA HAZIR 4+1 KİRALIK,220,4+1,55000,03-07-2023,Levazım,Levazım Mh.,Levazım Levazım Mh.,56
Arker gayrimenkul'den 55m2 1+1 sıfır binada kupon kiralık daire.,70,1+1,20000,04-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,56
BEŞİKTAŞ ABBASAĞA MAH FULL EŞYALI KİRALIK DAİRE,85,2+1,17500,04-07-2023,Abbasağa,Abbasağa Mh.,Abbasağa Abbasağa Mh.,56
İSTANBUL BEŞİKTAŞ MURADİYE'DE 2+1 EŞYALI DUBLEKS KİRALIK DAİRE,75,2+1,38000,03-07-2023,Türkali,Muradiye Mah.,Türkali Muradiye Mah.,56
"BEŞİKTAŞ-ULUS'TA EV ARKADAŞI, HER YERE VE ÜNİVERSİTELERE YAKIN",120,3+1,8000,03-07-2023,Levazım,Ulus Mah.,Levazım Ulus Mah.,56
KONAK EMLAK DENİZ MANZARALI TERAS KATI,170,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,56
DEMİRTAŞ GAYRİMENKULDEN 3 -4 KISILIK AYLIK SUITLER,50,Stüdyo (1+0),25000,07-07-2023,Ortaköy,Mecidiye Mah.,Ortaköy Mecidiye Mah.,56
Bebek Rumelihisarı Kiralık Manzaralı Müstakil Çok Özel Ev,150,2+1,45000,05-07-2023,Bebek,NA,Bebek,56
"AYCAN,DAN ABBASAĞA,DA BAHÇEŞEHİR KUZEY KAMPÜSÜ YAKINI KOMBİLİ",90,2+1,20000,03-07-2023,Türkali,Türkali Mh.,Türkali Türkali Mh.,56
__BAYRAKTAR'DAN MAÇKA ARMAĞAN SOK.170M2 4 ODA SALON FULL EŞYALI,180,4+1,40000,05-07-2023,Türkali,Vişnezade Mh.,Türkali Vişnezade Mh.,56
Armakentte Eşyalı Kiralık-Fully Furnished 3beds+2 bath apartment,144,3+1,55000,03-07-2023,Levent,Konaklar Mah.,Levent Konaklar Mah.,56
BARBAROS BULVAR ÜZERİ OTOPARKLI ASANSÖRLÜ BAKIMLI OFİS,165,3+1,30000,03-07-2023,Gayrettepe,Balmumcu Mah.,Gayrettepe Balmumcu Mah.,56
